[3.90715300e-01 1.99523341e-01 8.98627838e-01 4.23918754e+02],[ -0.73144085  -0.52540262   0.43467963 325.58379365],[ 5.58870148e-01 -8.27129088e-01 -5.93433195e-02 -8.17241732e+02],[0. 0. 0. 1.]
[1.01898365e-01 4.26600941e-01 8.98681456e-01 4.24004254e+02],[-7.57619729e-02 -8.97432145e-01  4.34598284e-01  3.35604188e+02],[ 9.91905664e-01 -1.12370735e-01 -5.91267391e-02 -8.17147163e+02],[0. 0. 0. 1.]
[-1.25057925e-01  4.20391789e-01  8.98683069e-01  4.13998030e+02],[  0.38318382  -0.81504677   0.43459052 335.59666469],[ 9.15167022e-01  3.98709797e-01 -5.91592724e-02 -8.17163643e+02],[0. 0. 0. 1.]
[-1.25056697e-01  4.20391614e-01  8.98683322e-01  4.13997996e+02],[  0.38318397  -0.81504705   0.43458987 345.59637219],[ 9.15167127e-01  3.98709413e-01 -5.91602337e-02 -8.17164079e+02],[0. 0. 0. 1.]
[1.88447233e-01 3.96008580e-01 8.98701755e-01 4.24009366e+02],[-2.60691329e-01 -8.62097644e-01  4.34543074e-01  3.50551898e+02],[ 9.46851452e-01 -3.16172194e-01 -5.92239127e-02 -8.17181257e+02],[0. 0. 0. 1.]
[1.88447478e-01 3.96007230e-01 8.98702299e-01 4.24009588e+02],[-2.60690526e-01 -8.62098525e-01  4.34541807e-01  3.35550976e+02],[ 9.46851624e-01 -3.16171483e-01 -5.92249603e-02 -8.27181730e+02],[0. 0. 0. 1.]
[-1.17447625e-01  1.99443487e-01  9.72845492e-01  4.09893514e+02],[-3.55640398e-01 -9.23099811e-01  1.46310104e-01  3.22503110e+02],[ 9.27214087e-01 -3.28799384e-01  1.79346042e-01 -8.08137699e+02],[0. 0. 0. 1.]
[-1.17448188e-01  1.99445123e-01  9.72845088e-01  4.09893426e+02],[-3.55642513e-01 -9.23098845e-01  1.46311058e-01  3.32504082e+02],[ 9.27213204e-01 -3.28801103e-01  1.79347451e-01 -8.08136951e+02],[0. 0. 0. 1.]
[3.06101279e-01 4.89177762e-01 8.16705041e-01 4.25450379e+02],[-1.92728746e-01 -8.08278105e-01  5.56365110e-01  3.75297145e+02],[ 9.32286242e-01 -3.27706610e-01 -1.53136345e-01 -8.24693811e+02],[0. 0. 0. 1.]
[3.06100491e-01 4.89179214e-01 8.16704467e-01 4.33450055e+02],[-1.92727142e-01 -8.08277868e-01  5.56366009e-01  3.75297656e+02],[ 9.32286833e-01 -3.27705026e-01 -1.53136141e-01 -8.27693680e+02],[0. 0. 0. 1.]
[3.06100306e-01 4.89178812e-01 8.16704777e-01 4.33450333e+02],[-1.92729953e-01 -8.08277199e-01  5.56366009e-01  3.85297901e+02],[ 9.32286312e-01 -3.27707279e-01 -1.53134489e-01 -8.27693026e+02],[0. 0. 0. 1.]
[1.86673910e-01 4.28709716e-01 8.83946170e-01 4.28857273e+02],[-2.64557850e-01 -8.44587174e-01  4.65490761e-01  3.78023289e+02],[ 9.46130010e-01 -3.20749878e-01 -4.42438697e-02 -8.18970124e+02],[0. 0. 0. 1.]
[1.86672330e-01 4.28708721e-01 8.83946986e-01 4.23857932e+02],[-2.64559259e-01 -8.44587503e-01  4.65489365e-01  3.78023025e+02],[ 9.46129928e-01 -3.20750344e-01 -4.42422555e-02 -8.23969520e+02],[0. 0. 0. 1.]
[1.86673230e-01 4.28709034e-01 8.83946644e-01 4.23857450e+02],[-2.64559969e-01 -8.44586936e-01  4.65489989e-01  3.88023467e+02],[ 9.46129551e-01 -3.20751417e-01 -4.42425227e-02 -8.28969662e+02],[0. 0. 0. 1.]
[1.86672428e-01 4.28709302e-01 8.83946683e-01 4.23857493e+02],[-2.64557466e-01 -8.44587787e-01  4.65489868e-01  3.98023324e+02],[ 9.46130409e-01 -3.20748819e-01 -4.42430065e-02 -8.33969846e+02],[0. 0. 0. 1.]
[1.86671174e-01 4.28709396e-01 8.83946903e-01 4.23857829e+02],[-2.64559293e-01 -8.44587342e-01  4.65489637e-01  4.08023739e+02],[ 9.46130146e-01 -3.20749865e-01 -4.42410562e-02 -8.28969041e+02],[0. 0. 0. 1.]
[1.86671017e-01 4.28707884e-01 8.83947669e-01 4.23858447e+02],[-2.64560693e-01 -8.44587692e-01  4.65488207e-01  3.98023220e+02],[ 9.46129785e-01 -3.20750965e-01 -4.42407884e-02 -8.23968870e+02],[0. 0. 0. 1.]
[1.59304901e-01 4.13800514e-01 8.96320859e-01 4.24864371e+02],[-2.78390262e-01 -8.52239982e-01  4.42928748e-01  3.96193363e+02],[ 9.47164616e-01 -3.20087719e-01 -2.05679722e-02 -8.22097703e+02],[0. 0. 0. 1.]
[2.14664845e-01 4.83950391e-01 8.48357839e-01 4.23476743e+02],[-2.39565656e-01 -8.15982166e-01  5.26100181e-01  3.92869012e+02],[ 9.46851256e-01 -3.16172616e-01 -5.92247928e-02 -8.17181675e+02],[0. 0. 0. 1.]
[2.14664172e-01 4.83953056e-01 8.48356489e-01 4.28475662e+02],[-2.39562234e-01 -8.15981796e-01  5.26102314e-01  3.82869648e+02],[ 9.46852274e-01 -3.16169493e-01 -5.92251809e-02 -8.17182239e+02],[0. 0. 0. 1.]
[2.26858720e-01 5.25931329e-01 8.19714193e-01 4.28931115e+02],[-2.27915782e-01 -7.89618871e-01  5.69698548e-01  3.84760502e+02],[ 9.46884110e-01 -3.16066884e-01 -5.92638761e-02 -8.17202333e+02],[0. 0. 0. 1.]
[1.31978696e-01 5.57376139e-01 8.19703278e-01 4.28941075e+02],[-8.73216262e-02 -8.17184597e-01  5.69722975e-01  3.84776643e+02],[ 9.87398885e-01 -1.46769118e-01 -5.91799666e-02 -8.17166120e+02],[0. 0. 0. 1.]
[5.11449000e-01 2.57886966e-01 8.19703747e-01 4.28941519e+02],[ -0.68148821  -0.45933689   0.56972225 384.77614893],[ 5.23444113e-01 -8.50002314e-01 -5.91804667e-02 -8.17166160e+02],[0. 0. 0. 1.]
[5.11450544e-01 2.57887142e-01 8.19702729e-01 4.30940660e+02],[ -0.68148605  -0.45933853   0.56972351 374.7760943 ],[ 5.23445416e-01 -8.50001373e-01 -5.91824535e-02 -8.15167022e+02],[0. 0. 0. 1.]
